0815-10,Hero,EN,JA,,
owl_mariol,Mariol,"・Boosts health of all allies by 700. Boosted health can exceed max HP.
・All allies get a [##elementblue]Frostfall Ward[#] for 3 turns, that reduces incoming Special Skill damage by up to --2240. Reduces damage by additional -2240% when the attacker is of the [##elementred]Fire[#] element.","・仲間全員のHPを700回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・3ターンの間、仲間全員に[##elementblue]フロストフォールウォード[#]が付与され、特殊スキルによる被ダメージを最大で-2240軽減する。攻撃者が[##elementred]炎[#]属性の場合、さらにダメージが-2240%軽減される。",,
owl_juliani,Juliani,"・Attacks the target and nearby enemies with [##elementpurple]Moonrise Strike[#], dealing up to 860 damage. Deals +430% more damage if the target is of the [##elementyellow]Holy[#] element.
・Base damage:  430
[*]Damage scales depending on the attacker's attack and defender's defense.
[*] Maximum damage: 860
[*] Minimum damage: 215
[*]Growth and Wither affect damage scaling.
[*]Buffs and status ailments affecting attack and defense do not affect damage scaling.
・The target and nearby enemies receive 880 Poison damage over 5 turns.","・ターゲットと近くにいる敵を[##elementpurple]ムーンライズストライク[#]で攻撃し、最大860ダメージを与える。対象が[##elementyellow]聖[#]属性の場合は、ダメージが+430%増加する。この攻撃は決して的を外さない。
・基礎ダメージ：430
[*]ダメージの威力は攻撃者の攻撃力と防御者の防御力によって決まる。
[*]最大ダメージ：860
[*]最小ダメージ：215
[*]成長と弱化はダメージの威力に影響する。
[*]攻撃力と防御力に影響するタイプのバフとステータス異常は、ダメージの威力に影響しない。
・5ターンの間、ターゲットと近くにいる敵に880の毒ダメージを与える。",,
owl_pertinax,Pertinax,"・Attacks the target and nearby enemies with [##elementpurple]Moonrise Strike[#], dealing up to 1620 damage. Deals +810% more damage if the target is of the [##elementyellow]Holy[#] element.
・Base damage:  810
[*]Damage scales depending on the attacker's attack and defender's defense.
[*] Maximum damage: 1620
[*] Minimum damage: 405
[*]Growth and Wither affect damage scaling.
[*]Buffs and status ailments affecting attack and defense do not affect damage scaling.","・ターゲットと近くにいる敵を[##elementpurple]ムーンライズストライク[#]で攻撃し、最大1620ダメージを与える。対象が[##elementyellow]聖[#]属性の場合は、ダメージが+810%増加する。この攻撃は決して的を外さない。
・基礎ダメージ：810
[*]ダメージの威力は攻撃者の攻撃力と防御者の防御力によって決まる。
[*]最大ダメージ：1620
[*]最小ダメージ：405
[*]成長と弱化はダメージの威力に影響する。
[*]攻撃力と防御力に影響するタイプのバフとステータス異常は、ダメージの威力に影響しない。",,
owl_cennius,Cennius,"・Attacks the target and nearby enemies with [##elementpurple]Moonrise Strike[#], dealing up to 1100 damage. Deals +550% more damage if the target is of the [##elementyellow]Holy[#] element.
・Base damage:  550
[*]Damage scales depending on the attacker's attack and defender's defense.
[*] Maximum damage: 1100
[*] Minimum damage: 275
[*]Growth and Wither affect damage scaling.
[*]Buffs and status ailments affecting attack and defense do not affect damage scaling.
・After a successful cast, has a +100% chance to recast [#!]Blade Wings[#] on a random target.
[*]Can recast up to +64 times and the chance to recast is reduced by +100% after every successful cast.","・ターゲットと近くにいる敵を[##elementpurple]ムーンライズストライク[#]で攻撃し、最大1100ダメージを与える。対象が[##elementyellow]聖[#]属性の場合は、ダメージが+550%増加する。この攻撃は決して的を外さない。
・基礎ダメージ：550
[*]ダメージの威力は攻撃者の攻撃力と防御者の防御力によって決まる。
[*]最大ダメージ：1100
[*]最小ダメージ：275
[*]成長と弱化はダメージの威力に影響する。
[*]攻撃力と防御力に影響するタイプのバフとステータス異常は、ダメージの威力に影響しない。
・[#!]刃の翼[#]の使用に成功すると、+100%の確率で、ランダムなターゲット1体に[#!]刃の翼[#]を再度使用する。
[*]再使用の上限は+64回で、再使用発生確率は1度使用に成功するごとに+100%低下していく。",,
owl_eron,Eron,"・Attacks the target with [##elementpurple]Moonrise Strike[#], dealing up to 2180 damage. Deals +1090% more damage if the target is of the [##elementyellow]Holy[#] element.
・Base damage:  1090
[*]Damage scales depending on the attacker's attack and defender's defense.
[*] Maximum damage: 2180
[*] Minimum damage: 545
[*]Growth and Wither affect damage scaling.
[*]Buffs and status ailments affecting attack and defense do not affect damage scaling.
・The target automatically casts [#!]Mindless Attack[#] on a random ally when mana is full at the start of a turn during 4 turns. This effect can't be cleansed.
・All enemies get -35% defense for 4 turns. This effect can't be dispelled.","・ターゲットを[##elementpurple]ムーンライズストライク[#]で攻撃し、最大2180ダメージを与える。対象が[##elementyellow]聖[#]属性の場合は、ダメージが+1090%増加する。この攻撃は決して的を外さない。
・基礎ダメージ：1090
[*]ダメージの威力は攻撃者の攻撃力と防御者の防御力によって決まる。
[*]最大ダメージ：2180
[*]最小ダメージ：545
[*]成長と弱化はダメージの威力に影響する。
[*]攻撃力と防御力に影響するタイプのバフとステータス異常は、ダメージの威力に影響しない。
・4ターンの間、マナが満タンの場合に限り、ターン開始時にターゲットが自動的に[#!]マインドレスアタック[#]をランダムな仲間に放つ。この効果は浄化できない。
・4ターンの間、敵全員の防御力が-35%になる。この効果は解除できない。",,
owl_olbec,Olbec,"・Attacks the target with [##elementpurple]Moonrise Strike[#], dealing up to 1020 damage. Deals +510% more damage if the target is of the [##elementyellow]Holy[#] element.
・Base damage:  510
[*]Damage scales depending on the attacker's attack and defender's defense.
[*] Maximum damage: 1020
[*] Minimum damage: 255
[*]Growth and Wither affect damage scaling.
[*]Buffs and status ailments affecting attack and defense do not affect damage scaling.
・Reduces the mana of the target by -10%.","・ターゲットを[##elementpurple]ムーンライズストライク[#]で攻撃し、最大1020ダメージを与える。対象が[##elementyellow]聖[#]属性の場合は、ダメージが+510%増加する。この攻撃は決して的を外さない。
・基礎ダメージ：510
[*]ダメージの威力は攻撃者の攻撃力と防御者の防御力によって決まる。
[*]最大ダメージ：1020
[*]最小ダメージ：255
[*]成長と弱化はダメージの威力に影響する。
[*]攻撃力と防御力に影響するタイプのバフとステータス異常は、ダメージの威力に影響しない。
・ターゲットのマナが-10%減少する。",,
owl_paeia,Paeia,"・All allies get a [##elementblue]Frostfall Ward[#] for 6 turns, that reduces incoming Special Skill damage by up to --160. Reduces damage by additional -160% when the attacker is of the [##elementred]Fire[#] element.
・All allies get 24% attack for 6 turns. This effect can't be dispelled.
・All allies get 24% mana generation for 6 turns.","・6ターンの間、仲間全員に[##elementblue]フロストフォールウォード[#]が付与され、特殊スキルによる被ダメージを最大で-160軽減する。攻撃者が[##elementred]炎[#]属性の場合、さらにダメージが-160%軽減される。
・6ターンの間、仲間全員の攻撃力が24%になる。この効果は解除できない。
・6ターンの間、仲間全員のマナ生成が24%になる。",,
owl_featherino,Featherino,"・Attacks the target and nearby enemies with [##elementpurple]Moonrise Strike[#], dealing up to 700 damage. Deals +350% more damage if the target is of the [##elementyellow]Holy[#] element.
・Base damage:  350
[*]Damage scales depending on the attacker's attack and defender's defense.
[*] Maximum damage: 700
[*] Minimum damage: 175
[*]Growth and Wither affect damage scaling.
[*]Buffs and status ailments affecting attack and defense do not affect damage scaling.","・ターゲットと近くにいる敵を[##elementpurple]ムーンライズストライク[#]で攻撃し、最大700ダメージを与える。対象が[##elementyellow]聖[#]属性の場合は、ダメージが+350%増加する。この攻撃は決して的を外さない。
・基礎ダメージ：350
[*]ダメージの威力は攻撃者の攻撃力と防御者の防御力によって決まる。
[*]最大ダメージ：700
[*]最小ダメージ：175
[*]成長と弱化はダメージの威力に影響する。
[*]攻撃力と防御力に影響するタイプのバフとステータス異常は、ダメージの威力に影響しない。",,
holy_god_zora,Zora,"・Deals 330% damage to all enemies.
・Cleanses status ailments from all allies.
・All allies get 20% attack, and a further 20% increase per each removed status effect up to 20% attack in total, for 4 turns.
・[##elementyellow]Element Link[#] gives all [##elementyellow]Holy[#] allies 10% additional Special Skill damage for 4 turns. This effect can't be dispelled.","・敵全員に330%のダメージを与える。
・仲間全員のステータス異常を浄化する。
・仲間全員の攻撃力が、4ターンに渡って20%上昇し、さらに解除したステータス効果の数に応じて20%上昇する。ただし、ダメージの上限は20%まで。
・4ターンの間、[##elementyellow]属性リンク[#]によって、[##elementyellow]聖属性[#]の仲間全員が特殊スキルを使用した際に、10%の追加ダメージを与える。この効果は解除できない。",,
ice_god_callum,Gladius,"・Deals 550% damage to the target.
・This Special Skill never misses its targets.
・The target gets a [#!]Mark of Dodge[#] for 3 turns. Whenever a marked target dodges, they gain a [#!]stack (Max: 550)[#]. Each stack increases all damage the target receives by 550%.
・[##elementblue]Element Link[#] gives all [##elementblue]Ice[#] allies 10% additional Special Skill damage for 4 turns. This effect can't be dispelled.","・ターゲットに550%のダメージを与える。
・この特殊スキルはターゲットに必ず命中する。
・3ターンの間、ターゲットに[#!]回避マーク[#]が付く。マークが付いたターゲットが回避を行うと、そのターゲットに[#!]累積効果（最大：550）[#]が付与される。累積効果が付与されるごとに、そのターゲットが受けるダメージを550%増加させる。
・4ターンの間、[##elementblue]属性リンク[#]によって、[##elementblue]氷属性[#]の仲間全員が特殊スキルを使用した際に、10%の追加ダメージを与える。この効果は解除できない。",,
champions_satori,Satori,"・Deals 315% damage to all enemies.
・Deals +200% damage against characters that cleanse or dispel using Special Skills.
・Only direct Dispel and Cleanse effects from Special Skills are considered. This excludes Remove effects, Passives, Minions, Family effects, Talents and Status effects.
・The caster and nearby allies have a 55% chance to drop any received damage to 1 for 4 turns. If this effect is dispelled, it dispels buffs from all enemies.","・敵全員に315%のダメージを与える。
・特殊スキルによって浄化または解除を行うキャラクターに対して+200%のダメージを与える。
・特殊スキルによる直接的な浄化または解除効果のみが対象。効果解除、パッシブ、ミニオン、ファミリー効果、アビリティ、ステータス効果は含まれない。
・4ターンの間、術者と近くにいる仲間が受けたダメージを55%の確率で1に減少させる。この効果が解除された場合、敵全員のバフを解除する。",,
owl_fulvia,Fulvia,"・Attacks the target and nearby enemies with [##elementpurple]Moonrise Strike[#], dealing up to 1440 damage. Deals +720% more damage if the target is of the [##elementyellow]Holy[#] element.
・Base damage:  720
[*]Damage scales depending on the attacker's attack and defender's defense.
[*] Maximum damage: 1440
[*] Minimum damage: 360
[*]Growth and Wither affect damage scaling.
[*]Buffs and status ailments affecting attack and defense do not affect damage scaling.
・For 3 turns, reduces the mana of the target and nearby enemies by -15% at the end of the turn.
・The target and nearby enemies get 57% increase for any healing received for 3 turns.","・ターゲットと近くにいる敵を[##elementpurple]ムーンライズストライク[#]で攻撃し、最大1440ダメージを与える。対象が[##elementyellow]聖[#]属性の場合は、ダメージが+720%増加する。この攻撃は決して的を外さない。
・基礎ダメージ：720
[*]ダメージの威力は攻撃者の攻撃力と防御者の防御力によって決まる。
[*]最大ダメージ：1440
[*]最小ダメージ：360
[*]成長と弱化はダメージの威力に影響する。
[*]攻撃力と防御力に影響するタイプのバフとステータス異常は、ダメージの威力に影響しない。
・3ターンの間、ターン終了時にターゲットと近くにいる敵のマナが-15%減少する。
・3ターンの間、ターゲットと近くにいる敵の回復量が57%増加する。",,
elemental_niki,Niki,"・Deals 430% damage to all enemies.
・This Special Skill never misses its targets.
・Heals all allies who have less than +60% HP left. [##elementred]Fire[#] allies are healed to +60% health and other allies to +60% health.","・敵全員に430%のダメージを与える。
・この特殊スキルはターゲットに必ず命中する。
・残りライフが+60%以下の仲間全員を回復させる。[##elementred]炎属性[#]の仲間はライフの+60%が、その他の属性の仲間はライフの+60%が回復する。",,
elemental_gastille,Gastille,"・All allies get 150% normal attack for 4 turns. This effect can be active in addition to effects that alter attack in general. Normal attacks can have a total maximum of 150% increased power while this effect is active.
・All damage all enemies receive is increased by 55% for 4 turns.","・4ターンの間、仲間全員の通常攻撃が150%になる。この効果は、通常攻撃を変化させる一般的な効果とは別に有効化することができる。この効果が有効な間、通常攻撃は最大で150%まで増加できる。
・4ターンの間、敵全員が受けるダメージが55%になる。",,
champions_norman,Norman,"・Deals 320% damage to all enemies.
・This Special Skill has a +100% chance to ignore Dodge effects.
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_add_status_effects_first_norman_TYPE_addstatuseffectsfirst
・All allies get 100% chance to bypass defensive buffs with their attacks for 4 turns.","・敵全員に320%のダメージを与える。
・この特殊スキルは+100%の確率で回避効果を無効化する。
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_add_status_effects_first_norman_TYPE_addstatuseffectsfirst
・4ターンの間、仲間全員が攻撃時に100%の確率で敵の防御バフを無効化する。",,
dark_god_anoushka,Anoushka,"・Recovers +30% health for all allies.
・Steals all dispellable buffs from the target and randomly distributes them on allies.
・The target falls [#!]asleep[#] and receives 150% increased damage while sleeping.
・[##elementpurple]Element Link[#] gives all [##elementpurple]Dark[#] allies 10% additional Special Skill damage for 4 turns. This effect can't be dispelled.","・仲間全員のHPを+30%回復する。
・ターゲットから、解除可能なバフをすべて盗み、仲間全員にランダムに分配する。
・ターゲットが[#!]睡眠状態[#]となる。眠っている間は被ダメージが150%増加する。
・4ターンの間、[##elementpurple]属性リンク[#]によって、[##elementpurple]闇属性[#]の仲間全員が特殊スキルを使用した際に、10%の追加ダメージを与える。この効果は解除できない。",,
champions_nogu,Nogu,"・Deals 460% damage to the target and minor damage to nearby enemies.
・The target and nearby enemies receive 504 Bleed damage over 3 turns.
・For the next 3 turns, the target and nearby enemies convert all boosted health received to max health reduction. Max health is reduced more for targets that already have boosted health.","・ターゲットに460%ダメージ、近くにいる敵に小ダメージを与える。
・3ターンの間、ターゲットと近くにいる敵に504の出血ダメージを与える。
・次の3ターンの間、ターゲットと近くにいる敵の最大HPが、付与されたすべてのHPブースト分減少する。HPブーストが事前に付与されていたターゲットのほうが、最大HPがより大きく減少する。",,
champions_ramona,Ramona,・Deals 450% damage to the target.,・ターゲットに450%のダメージを与える。,,
lunar_new_year_gongniu,Gongniu,"・All allies get 154% defense, and a further 154% increase every time they are hit during 3 turns, up to 154% defense.
・All allies recover 1000 health after 3 turns. If the effect is removed or replaced before the duration ends, recovers 1000 health instead.
・All allies gain 25% mana after 3 turns. If the effect is removed before the duration ends, gains 25% mana instead.","・3ターンの間、仲間全員の防御力が154%になる。さらに、攻撃を受けるたびに154%ずつ増加する。最大154%まで。
・3ターン後に、仲間全員のライフを1000回復する。この効果が終了する前に解除または置き換えられた場合は、1000ライフを回復する。
・3ターン後に、仲間全員が25%のマナを獲得する。この効果が終了する前に解除された場合は、25%のマナを獲得する。",,
lunar_new_year_qinglong,Qinglong,"・Deals 160% damage to all enemies.
・Steals all dispellable buffs from all enemies and randomly distributes them on allies.
・All allies get 60% attack per transferred status effect buff for 2 turns.","・敵全員に160%のダメージを与える。
・敵全員から、解除可能なバフをすべて盗み、仲間全員にランダムに分配する。
・2ターンの間、移行されたステータス効果バフ1つにつき60%の攻撃力を得る。",,
gargoyle_garten,Garten,"・Boosts health of all allies by 700. Boosted health can exceed max HP.
・Reduces max health of all enemies by +1. The effect is stronger against targets with boosted health.
・Max health can't get lower than +1% of the original max health.
[*] Any boosted health is reduced by an additional +1.
・All allies except the caster receive [#!]Softskin[#].
・All allies are immune to new status ailments that affect healing for 4 turns. Removes status ailments that affect healing from all allies.","・仲間全員のHPを700回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・敵全員の最大HPを+1減少させる。この効果はHPをブーストされたターゲットにも有効となる。
・最大ライフは元の最大値の+1%以下にはできない。
[*]HPがブーストされた場合は、さらに+1減少する。
・術者以外の仲間全員に[#!]柔膚[#]が付与される。
・4ターンの間、仲間全員が回復に影響する新たなステータス異常を無効化する。仲間全員から回復に影響するステータス異常を削除する。",,
gargoyle_pophit,Pophit,"・Deals 390% damage to the target and nearby enemies.
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_add_status_effects_first_pophit_TYPE_addstatuseffectsfirst
・Nearby allies receive [#!]Softskin[#].
・The target and nearby enemies get -30% defense for 3 turns.","・ターゲットと近くにいる敵に390%のダメージを与える。
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_add_status_effects_first_pophit_TYPE_addstatuseffectsfirst
・近くにいる仲間に[#!]柔膚[#]が付与される。
・3ターンの間、ターゲットと近くにいる敵の防御力が-30%になる。",,
knights_gawain,N/A,"・Deals 350% damage to the target and nearby enemies.
・The damage is increased by +50% per each defeated ally.
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_add_status_effects_gawain_TYPE_addstatuseffects
・All allies receive -90% defense for 4 turns. Defense is further increased by -90% for each defeated ally.
・Has +99.9% chance to revive a random defeated ally with +49.5% HP.","・ターゲットと近くにいる敵に350%のダメージを与える。
・倒れた仲間1人につき攻撃力が+50%増加する。
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_add_status_effects_gawain_TYPE_addstatuseffects
・4ターンの間、仲間全員の防御力が-90%になる。防御力の値は、倒れた仲間1体ごとに、さらに-90%増加する。
・+99.9%の確率で、倒れた仲間のいずれか1体を最大HPの+49.5%を有した状態で復活させる。",,
knights_mordred,N/A,・Deals 200% damage to the target and minor damage to nearby enemies.,・ターゲットに200%ダメージ、近くにいる敵に小ダメージを与える。,,
wonderland_duchess,N/A,・Deals 200% damage to the target and minor damage to nearby enemies.,・ターゲットに200%ダメージ、近くにいる敵に小ダメージを与える。,,
wonderland_king_of_hearts,N/A,・Deals 200% damage to the target and minor damage to nearby enemies.,・ターゲットに200%ダメージ、近くにいる敵に小ダメージを与える。,,
wonderland_knave_of_hearts,Knave of Hearts,"・Deals 300% damage to the target and nearby enemies.
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_possession_knave_TYPE_addstatuseffects
・The target automatically casts [#!]Mindless Attack[#] on a random ally when mana is full at the start of a turn during 3 turns. This effect can't be cleansed.","・ターゲットと近くにいる敵に300%のダメージを与える。
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_possession_knave_TYPE_addstatuseffects
・3ターンの間、マナが満タンの場合に限り、ターン開始時にターゲットが自動的に[#!]マインドレスアタック[#]をランダムな仲間に放つ。この効果は浄化できない。",,
guardian_zebra,N/A,・Deals 200% damage to the target and minor damage to nearby enemies.,・ターゲットに200%ダメージ、近くにいる敵に小ダメージを与える。,,
guardian_elephant,Guardian Elephant,"・Deals +160% damage to the target. 
[*] Deals additional 160% damage to +160 random enemies.
・All active buffs are undispellable for all allies for the remaining turns of the buff.
・[#!]Stack (Max: 10):[#] All allies get -9% attack.
・[#!]Stack (Max: 10):[#] All allies get -6% defense.
・All active status ailments are uncleansable for all enemies for the remaining turns of the status ailment.","・ターゲットに+160%のダメージを与える。
[*]ランダムな敵+160体に160%の追加ダメージを与える。
・バフが有効なターン中、仲間全員に対して発動中のすべてのバフが解除不可になる。
・[#!]累積効果(最大：10):[#]仲間全員の攻撃力が-9%になる。
・[#!]累積効果(最大：10):[#]仲間全員の防御力が-6%になる。
・ステータス異常の残り有効ターン中、敵全員に対して発動中のすべてのステータス異常が浄化不可になる。",,
fables_cinderella,Cinderella,"・All allies become [#!]Soul Connected[#] for 4 turns. Soul Connected allies share received damage.
[*] All enemies become [#!]Soul Connected[#] for 4 turns. Soul Connected enemies share received damage.
・All allies get 63% defense for 4 turns.
・All enemies get -44% defense for 4 turns. This effect can't be dispelled.","・4ターンの間、仲間全員に[#!]ソウル・コネクト[#]が発動する。ソウル・コネクトによって魂が繋がった仲間同士は被ダメージを共有する。
[*]4ターンの間、敵全員に[#!]ソウル・コネクト[#]が発動する。ソウル・コネクトによって魂が繋がった敵同士は被ダメージを共有する。
・4ターンの間、仲間全員の防御力が63%になる。
・4ターンの間、敵全員の防御力が-44%になる。この効果は解除できない。",,
fables_rapunzel,N/A,・Deals 200% damage to the target and minor damage to nearby enemies.,・ターゲットに200%ダメージ、近くにいる敵に小ダメージを与える。,,
pirate_bonny,N/A,・Deals 200% damage to the target and minor damage to nearby enemies.,・ターゲットに200%ダメージ、近くにいる敵に小ダメージを与える。,,
champions_lazara,Lazara,"・Cleanses status ailments from all allies.
・Deals +325% damage to all enemies.
・All enemies get 64% increase for any healing received for 4 turns.
・All enemies can't get their status ailments cleansed or reallocated by Special Skills for 4 turns.","・仲間全員のステータス異常を浄化する。
・敵全員に+325%のダメージを与える。
・4ターンの間、敵全員の回復量が64%になる。
・4ターンの間、敵全員が特殊スキルによるステータス異常の浄化または再割り当てができない。",,
astral_melodymuse,Melodymuse,"・Boosts health of all allies by 710. Boosted health can exceed max HP.
・All allies are immune to new status ailments for 4 turns. This effect can't be dispelled.","・仲間全員のHPを710回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・4ターンに渡って、仲間全員が新たなステータス異常を無効化する。この効果は解除できない。",,
astral_hammerclang,Hammerclang,"・Deals 400% damage to the target and minor damage to all other enemies.
・This Special Skill never misses its targets.
・All damage all enemies receive is increased by 30% for 3 turns.
・All enemies get -30% attack for 3 turns. This effect can't be cleansed.","・ターゲットに400%のダメージを、それ以外の敵には小ダメージを与える。
・この特殊スキルはターゲットに必ず命中する。
・3ターンの間、敵全員が受けるダメージが30%になる。
・3ターンの間、敵全員の攻撃力が-30%になる。この効果は浄化不可。",,
astral_moonbell,Moonbell,"・All allies reduce all received damage by -43% for 4 turns.
・All allies' normal attacks and Special Skills deal 200% damage against targets with boosted health for 4 turns.","・4ターンの間、仲間全員の受けるダメージが-43%になる。
・4ターンの間、仲間全員が通常攻撃と特殊攻撃によって、ライフがブーストされたターゲットに与えるダメージが200%になる。",,
astral_demilune,Demilune,"・Deals 495% damage to the target and minor damage to nearby enemies.
・This Special Skill never misses its targets.
・Lifts all cleansable status ailments from the caster and nearby allies and randomly distributes them on enemies.
・[#!]Growth:[#] The caster and nearby allies get +495 attack.
・Wither and Growth modify characters' Ability Scores. The effect remains even if the character is defeated.
[*]Additional Wither and Growth effects modify the Ability Scores further.
[*]Wither and Growth can't be removed with dispels or cleanses.
Limits for modified Ability Scores.
[*]Min +495% and max +495% of their original values.
[*]Other buffs and debuffs are applied to modified Ability Scores.
[*]This effect is less effective when activated by monsters and bosses.","・ターゲットに495%ダメージ、近くにいる敵に小ダメージを与える。
・この特殊スキルはターゲットに必ず命中する。
・術者と近くにいる仲間の浄化可能なステータス異常を浄化し、敵にランダムに分配する。
・[#!]成長：[#]術者と近くにいる仲間の攻撃力が+495増加する。
・「成長」と「弱化」はキャラクターの才能スコアを変化させる。その効果は、キャラクターが倒された後も残る。
[*]追加の成長および弱化の効果が生じると、さらに才能スコアも変化する。
[*]成長と弱化は解除や浄化では消去できない。
変化後の才能スコア制限
[*]最低値は元の才能スコアの+495%に、最高値は+495%になる。
[*]その他のバフとデバフは、変更が生じた才能スコアに適用される。
[*]モンスターやボスによって発動された場合は、この効果は通常よりも低くなる。",,
astral_mooncure,Mooncure,"・Recovers 55% health for all allies.
・All allies get 10% mana every time an enemy uses their Special skill during 5 turns.
・The caster steals 36% of any healing applied to all enemies for 5 turns.
・All enemies get -40% attack for 5 turns. This effect can't be cleansed.","・仲間全員のライフを55%回復する。
・5ターンの間、敵が特殊スキルを使用するたびに仲間全員のマナが10%増加する。
・5ターンの間、術者が敵全員に適用されたあらゆる種類の回復の36%を盗む。
・5ターンの間、敵全員の攻撃力が-40%になる。この効果は浄化不可。",,
astral_moonflower,Moonflower,"・For the next 3 turns, this character recovers 235 health to all allies after an enemy casts their Special Skill.
・All allies get 35% mana generation for 3 turns.","・次の3ターンの間に敵1体が特殊スキルを使用すると、このキャラクターが仲間全員のライフを235回復する。
・3ターンの間、仲間全員のマナ生成が35%になる。",,
astral_dreadstar,Dreadstar,"・Deals 340% damage to all enemies.
・This Special Skill never misses its targets.
・All enemies get -35% mana generation for 4 turns.
・All enemies get 29% increase for any healing received for 4 turns.","・敵全員に340%のダメージを与える。
・この特殊スキルはターゲットに必ず命中する。
・4ターンの間、敵全員のマナ生成が-35%になる。
・4ターンの間、敵全員の回復量が29%になる。",,
astral_starlass,Starlass,"・Deals 550% damage to the target and nearby enemies.
・This Special Skill never misses its targets.
・Automatically does 774 damage to the hit enemy and consumes 75% mana from the hit enemy every time when their mana gets full for 3 turns.","・ターゲットと近くにいる敵に550%のダメージを与える。
・この特殊スキルはターゲットに必ず命中する。
・3ターンの間、このキャラクターの攻撃が命中した敵に自動的に774ダメージを与える。さらにその敵のマナが満タンになるごとに、自動的にそのマナを75%消費する。",,
astral_lemonwood,Lemonwood,"・If the target has more than {THRESHOLD1}% mana after the mana reduction, the Special Skill repeats, targeting a random enemy. The damage is reduced on each consecutive hit.
・This Special Skill never misses its targets.","・マナ減少後にターゲットのマナが{THRESHOLD1}%以上ある場合、この特殊スキルは繰り返しランダムな敵を標的にする。ダメージは、連続ヒットするごとに減少していく。
・この特殊スキルはターゲットに必ず命中する。",,
astral_voidstar,Voidstar,"・Deals 620% damage to the target.
・This Special Skill never misses its targets.
・All allies get -60% defense against Special Skills for 4 turns.","・ターゲットに620%のダメージを与える。
・この特殊スキルはターゲットに必ず命中する。
・4ターンの間、仲間全員の特殊スキルに対する防御力が-60%になる。",,
astral_lionstring,Lionstring,"・Deals 245% damage to the target and minor damage to nearby enemies.
・This Special Skill never misses its targets.
・The caster steals 36% of any healing applied to the target and nearby enemies for 2 turns.
・The caster and nearby allies get 245% chance to dodge Special Skills that deal damage for 2 turns.","・ターゲットに245%ダメージ、近くにいる敵に小ダメージを与える。
・この特殊スキルはターゲットに必ず命中する。
・2ターンの間、術者が、ターゲットと近くにいる敵に適用されたあらゆる種類の回復の36%を盗む。
・2ターンの間、術者と近くにいる仲間が245%の確率で攻撃系の特殊スキルを回避する。",,
astral_starswift,Starswift,"・Deals 265% damage to the target and nearby enemies.
・This Special Skill never misses its targets.
・The caster and nearby allies get 20% mana generation for 3 turns. This effect can't be dispelled.","・ターゲットと近くにいる敵に265%のダメージを与える。
・この特殊スキルはターゲットに必ず命中する。
・3ターンの間、術者と近くにいる仲間のマナ生成が20%になる。この効果は解除できない。",,
fire_god_zarga,Zarga,"・Deals 465% damage to the target.
・The target has +55% chance to get +465 Bleed damage over +465 turns.
・The target gets a [#!]Mark of Bleed[#] for 6 turns. Whenever a marked target receives Bleed damage, they gain a [#!]stack (Max: 465)[#]. Each stack increases all damage the target receives by 465%.
・[##elementred]Element Link[#] gives all [##elementred]Fire[#] allies -95% dodge chance for 6 turns. This effect can't be dispelled.
・All enemies receive 1104 Bleed damage over 6 turns.","・ターゲットに465%のダメージを与える。
・+55%の確率で、+465ターンの間ターゲットが+465の出血ダメージを受ける。
・6ターンの間、ターゲットに[#!]出血マーク[#]が付く。マークが付いたターゲットが出血ダメージを受けると、そのターゲットに[#!]累積効果（最大：465）[#]が付与される。累積効果が付与されるごとに、そのターゲットが受けるダメージを465%増加させる。
・6ターンの間、[##elementred]属性リンク[#]によって、[##elementred]炎属性[#]の仲間全員の回避力が-95%になる。この効果は解除できない。
・6ターンの間、敵全員に1104出血ダメージを与える。",,
easter_timothy,Timothy,"・Boosts health of all allies by 560. Boosted health can exceed max HP.
・All allies get 20% attack, and an additional 20% each time any ally casts their Special Skill, up to a maximum of 20%, for the next 3 turns.
・The caster gets -20% defense for 3 turns. This effect can't be dispelled.","・仲間全員のHPを560回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・次の3ターンの間、仲間全員に攻撃力20%が付与され、いずれかの仲間が特殊スキルを使用するたびに、追加で20%の攻撃力が付与される（最大20%）。
・術者が防御力-20%を得る(3ターン)。この効果は解除不可",,
